[INFO] [2021-10-31 14:23:34,510] [OpenBox-Shadan] Iteration 1, objective value: [100.0].
[INFO] [2021-10-31 14:37:32,734] [OpenBox-Shadan] Iteration 20, objective value: [41.58004517816918].
[INFO] [2021-10-31 14:37:45,780] [OpenBox-Shadan] Iteration 24, objective value: [60.561010964600726].
[INFO] [2021-10-31 14:38:13,153] [OpenBox-Shadan] Iteration 21, objective value: [50.05046871953687].
[INFO] [2021-10-31 14:38:26,653] [OpenBox-Shadan] Iteration 25, objective value: [54.83316339374619].
[INFO] [2021-10-31 14:38:53,905] [OpenBox-Shadan] Iteration 22, objective value: [51.07986467527084].
[INFO] [2021-10-31 14:39:06,921] [OpenBox-Shadan] Iteration 26, objective value: [44.453748142357405].
[INFO] [2021-10-31 14:39:32,139] [OpenBox-Shadan] Iteration 23, objective value: [39.897294390459315].
[INFO] [2021-10-31 14:39:48,249] [OpenBox-Shadan] Iteration 27, objective value: [52.132074075236645].
[INFO] [2021-10-31 14:40:15,438] [OpenBox-Shadan] Iteration 24, objective value: [52.18369500886859].
[INFO] [2021-10-31 14:40:29,939] [OpenBox-Shadan] Iteration 28, objective value: [57.04114564517065].
[INFO] [2021-10-31 14:40:50,570] [OpenBox-Shadan] Iteration 25, objective value: [52.56080952285798].
[INFO] [2021-10-31 14:41:05,172] [OpenBox-Shadan] Iteration 29, objective value: [48.57991078150094].
[INFO] [2021-10-31 14:41:35,544] [OpenBox-Shadan] Iteration 26, objective value: [39.93949929886676].
[INFO] [2021-10-31 14:41:51,721] [OpenBox-Shadan] Iteration 30, objective value: [50.04382675222797].
[INFO] [2021-10-31 14:42:26,977] [OpenBox-Shadan] Iteration 31, objective value: [52.81432111137551].
[INFO] [2021-10-31 14:42:29,757] [OpenBox-Shadan] Iteration 27, objective value: [55.22189140875587].
[INFO] [2021-10-31 14:43:00,861] [OpenBox-Shadan] Iteration 32, objective value: [52.41088141277515].
[INFO] [2021-10-31 14:43:13,385] [OpenBox-Shadan] Iteration 28, objective value: [44.838162092529245].
[INFO] [2021-10-31 14:43:38,252] [OpenBox-Shadan] Iteration 33, objective value: [52.8380165187631].
[INFO] [2021-10-31 14:43:56,241] [OpenBox-Shadan] Iteration 29, objective value: [51.10538721576713].
[INFO] [2021-10-31 14:44:14,821] [OpenBox-Shadan] Iteration 34, objective value: [40.56098277124056].
[INFO] [2021-10-31 14:44:40,002] [OpenBox-Shadan] Iteration 30, objective value: [48.040423688382226].
[INFO] [2021-10-31 14:45:01,892] [OpenBox-Shadan] Iteration 35, objective value: [48.78229323907718].
[INFO] [2021-10-31 14:45:25,328] [OpenBox-Shadan] Iteration 31, objective value: [53.475066998512396].
[INFO] [2021-10-31 14:45:43,217] [OpenBox-Shadan] Iteration 36, objective value: [58.02735922775899].
[INFO] [2021-10-31 14:46:06,165] [OpenBox-Shadan] Iteration 32, objective value: [50.10351705757322].
[INFO] [2021-10-31 14:46:19,561] [OpenBox-Shadan] Iteration 37, objective value: [52.62113753541726].
[INFO] [2021-10-31 14:46:47,373] [OpenBox-Shadan] Iteration 33, objective value: [36.25300221092711].
[INFO] [2021-10-31 14:46:56,587] [OpenBox-Shadan] Iteration 38, objective value: [45.28258428989174].
[INFO] [2021-10-31 14:47:34,705] [OpenBox-Shadan] Iteration 34, objective value: [49.40468483286175].
[INFO] [2021-10-31 14:47:39,330] [OpenBox-Shadan] Iteration 39, objective value: [49.17025853907633].
[INFO] [2021-10-31 14:48:14,968] [OpenBox-Shadan] Iteration 40, objective value: [42.362188840826406].
[INFO] [2021-10-31 14:48:18,308] [OpenBox-Shadan] Iteration 35, objective value: [53.991727759855095].
[INFO] [2021-10-31 14:48:58,885] [OpenBox-Shadan] Iteration 36, objective value: [34.92046689157226].
[INFO] [2021-10-31 14:48:59,692] [OpenBox-Shadan] Iteration 41, objective value: [49.20789952322436].
[INFO] [2021-10-31 14:49:35,953] [OpenBox-Shadan] Iteration 42, objective value: [53.106567071157286].
[INFO] [2021-10-31 14:49:40,773] [OpenBox-Shadan] Iteration 37, objective value: [36.41408653063759].
[INFO] [2021-10-31 14:50:16,845] [OpenBox-Shadan] Iteration 43, objective value: [45.559683786240036].
[INFO] [2021-10-31 14:50:42,383] [OpenBox-Shadan] Iteration 38, objective value: [46.06211339422097].
[INFO] [2021-10-31 14:50:51,740] [OpenBox-Shadan] Iteration 44, objective value: [38.15036201764451].
[INFO] [2021-10-31 14:51:24,407] [OpenBox-Shadan] Iteration 39, objective value: [30.23046442709544].
[INFO] [2021-10-31 14:51:34,976] [OpenBox-Shadan] Iteration 45, objective value: [56.32651031342859].
[INFO] [2021-10-31 14:52:13,638] [OpenBox-Shadan] Iteration 40, objective value: [35.20612674711889].
[INFO] [2021-10-31 14:52:13,843] [OpenBox-Shadan] Iteration 46, objective value: [42.73841656763926].
[INFO] [2021-10-31 14:52:52,132] [OpenBox-Shadan] Iteration 47, objective value: [45.331439010831765].
[INFO] [2021-10-31 14:53:02,912] [OpenBox-Shadan] Iteration 41, objective value: [46.384042313567186].
[INFO] [2021-10-31 14:53:30,624] [OpenBox-Shadan] Iteration 48, objective value: [56.71056219530711].
[INFO] [2021-10-31 14:53:41,103] [OpenBox-Shadan] Iteration 42, objective value: [34.098857100022556].
[INFO] [2021-10-31 14:54:04,663] [OpenBox-Shadan] Iteration 49, objective value: [43.026392614443154].
[INFO] [2021-10-31 14:54:22,211] [OpenBox-Shadan] Iteration 43, objective value: [49.48933647900991].
[INFO] [2021-10-31 14:54:40,095] [OpenBox-Shadan] Iteration 50, objective value: [55.227862680214095].
[INFO] [2021-10-31 14:55:04,898] [OpenBox-Shadan] Iteration 44, objective value: [47.52076444022239].
[INFO] [2021-10-31 14:55:19,485] [OpenBox-Shadan] Iteration 51, objective value: [40.24524875866913].
[INFO] [2021-10-31 14:55:47,294] [OpenBox-Shadan] Iteration 45, objective value: [34.8534552809957].
[INFO] [2021-10-31 14:55:57,845] [OpenBox-Shadan] Iteration 52, objective value: [47.3342625600093].
[INFO] [2021-10-31 14:56:33,922] [OpenBox-Shadan] Iteration 46, objective value: [44.1570962520734].
[INFO] [2021-10-31 14:56:35,531] [OpenBox-Shadan] Iteration 53, objective value: [54.308391281346694].
[INFO] [2021-10-31 14:57:10,256] [OpenBox-Shadan] Iteration 54, objective value: [47.75939044701876].
[INFO] [2021-10-31 14:57:16,536] [OpenBox-Shadan] Iteration 47, objective value: [47.00476863020473].
[INFO] [2021-10-31 14:57:45,938] [OpenBox-Shadan] Iteration 55, objective value: [55.716548814729585].
[INFO] [2021-10-31 14:58:04,918] [OpenBox-Shadan] Iteration 48, objective value: [46.985851250231704].
[INFO] [2021-10-31 14:58:23,140] [OpenBox-Shadan] Iteration 56, objective value: [53.0093774620043].
[INFO] [2021-10-31 14:58:51,228] [OpenBox-Shadan] Iteration 49, objective value: [36.3701883192497].
[INFO] [2021-10-31 14:58:58,479] [OpenBox-Shadan] Iteration 57, objective value: [48.83600907400126].
[INFO] [2021-10-31 14:59:41,849] [OpenBox-Shadan] Iteration 58, objective value: [49.301060107014315].
[INFO] [2021-10-31 14:59:47,790] [OpenBox-Shadan] Iteration 50, objective value: [37.41665912405867].
[INFO] [2021-10-31 15:00:20,387] [OpenBox-Shadan] Iteration 59, objective value: [40.776031959979285].
[INFO] [2021-10-31 15:00:40,969] [OpenBox-Shadan] Iteration 51, objective value: [54.69393322701518].
[INFO] [2021-10-31 15:00:52,530] [OpenBox-Shadan] Iteration 60, objective value: [38.96820515908244].
[INFO] [2021-10-31 15:01:24,401] [OpenBox-Shadan] Iteration 61, objective value: [60.51952685991891].
[INFO] [2021-10-31 15:01:25,206] [OpenBox-Shadan] Iteration 52, objective value: [57.41930842472578].
[INFO] [2021-10-31 15:02:03,635] [OpenBox-Shadan] Iteration 62, objective value: [56.437511545309604].
[INFO] [2021-10-31 15:02:12,828] [OpenBox-Shadan] Iteration 53, objective value: [40.857435306136324].
[INFO] [2021-10-31 15:02:35,862] [OpenBox-Shadan] Iteration 63, objective value: [51.595090757159724].
[INFO] [2021-10-31 15:03:00,175] [OpenBox-Shadan] Iteration 54, objective value: [35.83113540808549].
[INFO] [2021-10-31 15:03:08,294] [OpenBox-Shadan] Iteration 64, objective value: [43.503899031629786].
[INFO] [2021-10-31 15:03:44,173] [OpenBox-Shadan] Iteration 65, objective value: [57.08866478305197].
[INFO] [2021-10-31 15:03:49,945] [OpenBox-Shadan] Iteration 55, objective value: [32.077804309018205].
[INFO] [2021-10-31 15:04:18,400] [OpenBox-Shadan] Iteration 66, objective value: [56.37973736773431].
[INFO] [2021-10-31 15:04:34,277] [OpenBox-Shadan] Iteration 56, objective value: [41.50536250189701].
[INFO] [2021-10-31 15:04:55,790] [OpenBox-Shadan] Iteration 67, objective value: [50.276952361728].
[INFO] [2021-10-31 15:05:22,900] [OpenBox-Shadan] Iteration 57, objective value: [46.29917793475562].
[INFO] [2021-10-31 15:05:41,112] [OpenBox-Shadan] Iteration 68, objective value: [56.75015506575359].
[INFO] [2021-10-31 15:06:09,572] [OpenBox-Shadan] Iteration 58, objective value: [38.2348567017482].
[INFO] [2021-10-31 15:06:21,505] [OpenBox-Shadan] Iteration 69, objective value: [48.34199018937325].
[INFO] [2021-10-31 15:06:48,905] [OpenBox-Shadan] Iteration 59, objective value: [55.82313281414192].
[INFO] [2021-10-31 15:06:55,072] [OpenBox-Shadan] Iteration 70, objective value: [42.87516103621167].
[INFO] [2021-10-31 15:07:31,828] [OpenBox-Shadan] Iteration 60, objective value: [56.51595428595272].
[INFO] [2021-10-31 15:07:34,865] [OpenBox-Shadan] Iteration 71, objective value: [50.37278990920308].
[INFO] [2021-10-31 15:08:11,473] [OpenBox-Shadan] Iteration 72, objective value: [37.94221016088637].
[INFO] [2021-10-31 15:08:14,570] [OpenBox-Shadan] Iteration 61, objective value: [53.50054724689819].
[INFO] [2021-10-31 15:08:43,588] [OpenBox-Shadan] Iteration 73, objective value: [52.17528819200077].
[INFO] [2021-10-31 15:08:51,083] [OpenBox-Shadan] Iteration 62, objective value: [32.02876311405892].
[INFO] [2021-10-31 15:09:25,591] [OpenBox-Shadan] Iteration 74, objective value: [50.29206044041799].
[INFO] [2021-10-31 15:09:46,965] [OpenBox-Shadan] Iteration 63, objective value: [47.744221601097856].
[INFO] [2021-10-31 15:10:01,995] [OpenBox-Shadan] Iteration 75, objective value: [48.43885369910588].
[INFO] [2021-10-31 15:10:40,530] [OpenBox-Shadan] Iteration 76, objective value: [38.63519340905904].
[INFO] [2021-10-31 15:10:41,760] [OpenBox-Shadan] Iteration 64, objective value: [34.547670910746916].
[INFO] [2021-10-31 15:11:26,429] [OpenBox-Shadan] Iteration 77, objective value: [50.47126832148962].
[INFO] [2021-10-31 15:11:33,943] [OpenBox-Shadan] Iteration 65, objective value: [59.87470312807376].
[INFO] [2021-10-31 15:12:03,625] [OpenBox-Shadan] Iteration 78, objective value: [46.288775029227246].
[INFO] [2021-10-31 15:12:25,359] [OpenBox-Shadan] Iteration 66, objective value: [39.334515857052196].
[INFO] [2021-10-31 15:12:41,927] [OpenBox-Shadan] Iteration 79, objective value: [54.53546292895766].
[INFO] [2021-10-31 15:13:09,803] [OpenBox-Shadan] Iteration 67, objective value: [34.17714965352701].
[INFO] [2021-10-31 15:13:23,310] [OpenBox-Shadan] Iteration 80, objective value: [58.0586419185116].
[INFO] [2021-10-31 15:14:01,937] [OpenBox-Shadan] Iteration 68, objective value: [48.96197396140198].
[INFO] [2021-10-31 15:14:02,091] [OpenBox-Shadan] Iteration 81, objective value: [50.689693493116394].
[INFO] [2021-10-31 15:14:38,926] [OpenBox-Shadan] Iteration 82, objective value: [40.56142857971776].
[INFO] [2021-10-31 15:14:53,689] [OpenBox-Shadan] Iteration 69, objective value: [40.80556388830651].
[INFO] [2021-10-31 15:15:12,780] [OpenBox-Shadan] Iteration 83, objective value: [50.854578472074266].
[INFO] [2021-10-31 15:15:43,882] [OpenBox-Shadan] Iteration 70, objective value: [31.356360708406527].
[INFO] [2021-10-31 15:15:48,798] [OpenBox-Shadan] Iteration 84, objective value: [43.41133334851667].
[INFO] [2021-10-31 15:16:21,172] [OpenBox-Shadan] Iteration 85, objective value: [56.144478473389].
[INFO] [2021-10-31 15:16:33,895] [OpenBox-Shadan] Iteration 71, objective value: [37.61721168091896].
[INFO] [2021-10-31 15:16:57,868] [OpenBox-Shadan] Iteration 86, objective value: [33.74345725032943].
[INFO] [2021-10-31 15:17:22,259] [OpenBox-Shadan] Iteration 72, objective value: [36.326120663017214].
[INFO] [2021-10-31 15:17:36,305] [OpenBox-Shadan] Iteration 87, objective value: [36.04582073454312].
[INFO] [2021-10-31 15:18:12,467] [OpenBox-Shadan] Iteration 88, objective value: [44.13193489621704].
[INFO] [2021-10-31 15:18:23,809] [OpenBox-Shadan] Iteration 73, objective value: [66.70588202317902].
[INFO] [2021-10-31 15:18:48,699] [OpenBox-Shadan] Iteration 89, objective value: [43.859899659514646].
[INFO] [2021-10-31 15:19:14,992] [OpenBox-Shadan] Iteration 74, objective value: [31.70006025432086].
[INFO] [2021-10-31 15:19:26,582] [OpenBox-Shadan] Iteration 90, objective value: [49.91607709015923].
[INFO] [2021-10-31 15:20:01,101] [OpenBox-Shadan] Iteration 91, objective value: [41.620248899838685].
[INFO] [2021-10-31 15:20:04,253] [OpenBox-Shadan] Iteration 75, objective value: [38.96694258264183].
[INFO] [2021-10-31 15:20:41,683] [OpenBox-Shadan] Iteration 92, objective value: [37.176769460598294].
[INFO] [2021-10-31 15:20:57,777] [OpenBox-Shadan] Iteration 76, objective value: [50.054340638486394].
[INFO] [2021-10-31 15:21:17,432] [OpenBox-Shadan] Iteration 93, objective value: [45.43225849329725].
[INFO] [2021-10-31 15:21:49,102] [OpenBox-Shadan] Iteration 77, objective value: [31.342528207287515].
[INFO] [2021-10-31 15:21:52,136] [OpenBox-Shadan] Iteration 94, objective value: [37.911219629539325].
[INFO] [2021-10-31 15:22:26,986] [OpenBox-Shadan] Iteration 95, objective value: [52.554922205288065].
[INFO] [2021-10-31 15:22:46,421] [OpenBox-Shadan] Iteration 78, objective value: [39.75943347937202].
[INFO] [2021-10-31 15:23:05,397] [OpenBox-Shadan] Iteration 96, objective value: [51.59822012627656].
[INFO] [2021-10-31 15:23:36,581] [OpenBox-Shadan] Iteration 79, objective value: [44.96522755105602].
[INFO] [2021-10-31 15:23:44,970] [OpenBox-Shadan] Iteration 97, objective value: [61.743033774900894].
[INFO] [2021-10-31 15:24:21,156] [OpenBox-Shadan] Iteration 80, objective value: [45.76337054530353].
[INFO] [2021-10-31 15:24:25,220] [OpenBox-Shadan] Iteration 98, objective value: [50.53714999704527].
[INFO] [2021-10-31 15:25:02,836] [OpenBox-Shadan] Iteration 99, objective value: [46.66851049951302].
[INFO] [2021-10-31 15:25:29,571] [OpenBox-Shadan] Iteration 81, objective value: [49.815214223158655].
[INFO] [2021-10-31 15:25:37,104] [OpenBox-Shadan] Iteration 100, objective value: [48.20984466789364].
[INFO] [2021-10-31 15:26:14,286] [OpenBox-Shadan] Iteration 101, objective value: [54.940444887553376].
[INFO] [2021-10-31 15:26:16,267] [OpenBox-Shadan] Iteration 82, objective value: [38.8526852496735].
[INFO] [2021-10-31 15:26:50,404] [OpenBox-Shadan] Iteration 102, objective value: [51.02270948514278].
[INFO] [2021-10-31 15:27:02,361] [OpenBox-Shadan] Iteration 83, objective value: [45.975315830103014].
[INFO] [2021-10-31 15:27:22,482] [OpenBox-Shadan] Iteration 103, objective value: [59.54298263493989].
[INFO] [2021-10-31 15:27:43,762] [OpenBox-Shadan] Iteration 84, objective value: [45.42363586694853].
[INFO] [2021-10-31 15:27:58,837] [OpenBox-Shadan] Iteration 104, objective value: [46.3648355831854].
[INFO] [2021-10-31 15:28:36,591] [OpenBox-Shadan] Iteration 105, objective value: [31.581477968584323].
[INFO] [2021-10-31 15:28:37,141] [OpenBox-Shadan] Iteration 85, objective value: [32.73847226577945].
[INFO] [2021-10-31 15:29:11,606] [OpenBox-Shadan] Iteration 106, objective value: [43.50490561692394].
[INFO] [2021-10-31 15:29:26,697] [OpenBox-Shadan] Iteration 86, objective value: [33.9377495973647].
[INFO] [2021-10-31 15:29:43,966] [OpenBox-Shadan] Iteration 107, objective value: [58.568448790819424].
[INFO] [2021-10-31 15:30:11,825] [OpenBox-Shadan] Iteration 87, objective value: [51.649851455608534].
[INFO] [2021-10-31 15:30:22,019] [OpenBox-Shadan] Iteration 108, objective value: [43.44254124122001].
[INFO] [2021-10-31 15:30:55,597] [OpenBox-Shadan] Iteration 109, objective value: [37.32234736670724].
[INFO] [2021-10-31 15:31:05,146] [OpenBox-Shadan] Iteration 88, objective value: [32.54946268168608].
[INFO] [2021-10-31 15:31:32,963] [OpenBox-Shadan] Iteration 110, objective value: [50.5768142192972].
[INFO] [2021-10-31 15:32:08,383] [OpenBox-Shadan] Iteration 111, objective value: [52.478380358688604].
[INFO] [2021-10-31 15:32:09,155] [OpenBox-Shadan] Iteration 89, objective value: [52.48765957957964].
[INFO] [2021-10-31 15:32:45,180] [OpenBox-Shadan] Iteration 112, objective value: [52.2277948146405].
[INFO] [2021-10-31 15:33:07,957] [OpenBox-Shadan] Iteration 90, objective value: [37.540748616837384].
[INFO] [2021-10-31 15:33:24,891] [OpenBox-Shadan] Iteration 113, objective value: [53.73283735547016].
[INFO] [2021-10-31 15:33:56,455] [OpenBox-Shadan] Iteration 91, objective value: [43.153562184954055].
[INFO] [2021-10-31 15:34:02,087] [OpenBox-Shadan] Iteration 114, objective value: [51.85054048517848].
[INFO] [2021-10-31 15:34:34,391] [OpenBox-Shadan] Iteration 115, objective value: [38.766681644595536].
[INFO] [2021-10-31 15:34:43,731] [OpenBox-Shadan] Iteration 92, objective value: [51.32841495108962].
[INFO] [2021-10-31 15:35:10,129] [OpenBox-Shadan] Iteration 116, objective value: [38.32233312114355].
[INFO] [2021-10-31 15:35:34,587] [OpenBox-Shadan] Iteration 93, objective value: [46.53880742826454].
[INFO] [2021-10-31 15:35:42,978] [OpenBox-Shadan] Iteration 117, objective value: [33.98681479982095].
[INFO] [2021-10-31 15:36:15,087] [OpenBox-Shadan] Iteration 118, objective value: [52.585937373626614].
[INFO] [2021-10-31 15:36:17,908] [OpenBox-Shadan] Iteration 94, objective value: [42.54428895182585].
[INFO] [2021-10-31 15:36:56,632] [OpenBox-Shadan] Iteration 119, objective value: [55.49780795507793].
[INFO] [2021-10-31 15:37:15,584] [OpenBox-Shadan] Iteration 95, objective value: [33.38087864170572].
[INFO] [2021-10-31 15:37:26,794] [OpenBox-Shadan] Iteration 120, objective value: [43.759646986720504].
[INFO] [2021-10-31 15:38:01,248] [OpenBox-Shadan] Iteration 121, objective value: [46.96936642094811].
[INFO] [2021-10-31 15:38:35,789] [OpenBox-Shadan] Iteration 122, objective value: [39.25494081085675].
[INFO] [2021-10-31 15:38:36,370] [OpenBox-Shadan] Iteration 96, objective value: [48.069734452086756].
[INFO] [2021-10-31 15:39:08,409] [OpenBox-Shadan] Iteration 123, objective value: [44.17085849608865].
[INFO] [2021-10-31 15:39:24,459] [OpenBox-Shadan] Iteration 97, objective value: [41.91085737017786].
[INFO] [2021-10-31 15:39:46,510] [OpenBox-Shadan] Iteration 124, objective value: [52.81457541885682].
[INFO] [2021-10-31 15:40:22,710] [OpenBox-Shadan] Iteration 98, objective value: [48.27628606997825].
[INFO] [2021-10-31 15:40:26,349] [OpenBox-Shadan] Iteration 125, objective value: [49.53884569066588].
[INFO] [2021-10-31 15:41:03,017] [OpenBox-Shadan] Iteration 126, objective value: [46.804865702674114].
[INFO] [2021-10-31 15:41:22,911] [OpenBox-Shadan] Iteration 99, objective value: [34.44258876400963].
[INFO] [2021-10-31 15:41:37,351] [OpenBox-Shadan] Iteration 127, objective value: [56.502329549539205].
[INFO] [2021-10-31 15:42:12,143] [OpenBox-Shadan] Iteration 128, objective value: [50.38611692921442].
[INFO] [2021-10-31 15:42:20,173] [OpenBox-Shadan] Iteration 100, objective value: [43.01622557824582].
[INFO] [2021-10-31 15:42:44,739] [OpenBox-Shadan] Iteration 129, objective value: [43.721415547443534].
[INFO] [2021-10-31 15:43:12,090] [OpenBox-Shadan] Iteration 101, objective value: [49.960755872478344].
[INFO] [2021-10-31 15:43:25,085] [OpenBox-Shadan] Iteration 130, objective value: [48.46032595882603].
[INFO] [2021-10-31 15:44:00,403] [OpenBox-Shadan] Iteration 131, objective value: [54.83547381299602].
[INFO] [2021-10-31 15:44:12,878] [OpenBox-Shadan] Iteration 102, objective value: [39.69629729482922].
[INFO] [2021-10-31 15:44:39,810] [OpenBox-Shadan] Iteration 132, objective value: [48.56101543962173].
[INFO] [2021-10-31 15:45:06,986] [OpenBox-Shadan] Iteration 103, objective value: [37.63152033090537].
[INFO] [2021-10-31 15:45:15,630] [OpenBox-Shadan] Iteration 133, objective value: [41.102225013663855].
[INFO] [2021-10-31 15:45:53,090] [OpenBox-Shadan] Iteration 134, objective value: [51.5297503887886].
[INFO] [2021-10-31 15:46:02,010] [OpenBox-Shadan] Iteration 104, objective value: [42.40276848341741].
[INFO] [2021-10-31 15:46:30,064] [OpenBox-Shadan] Iteration 135, objective value: [50.63957749343187].
[INFO] [2021-10-31 15:47:07,257] [OpenBox-Shadan] Iteration 136, objective value: [43.257992670480874].
[INFO] [2021-10-31 15:47:16,748] [OpenBox-Shadan] Iteration 105, objective value: [50.41488665578579].
[INFO] [2021-10-31 15:47:43,814] [OpenBox-Shadan] Iteration 137, objective value: [44.60732820994957].
[INFO] [2021-10-31 15:48:17,063] [OpenBox-Shadan] Iteration 138, objective value: [53.82419838102657].
[INFO] [2021-10-31 15:48:26,557] [OpenBox-Shadan] Iteration 106, objective value: [31.93142407331348].
[INFO] [2021-10-31 15:48:52,291] [OpenBox-Shadan] Iteration 139, objective value: [45.8485774722116].
[INFO] [2021-10-31 15:49:27,828] [OpenBox-Shadan] Iteration 140, objective value: [45.190379511111885].
[INFO] [2021-10-31 15:49:29,861] [OpenBox-Shadan] Iteration 107, objective value: [41.4667668880551].
[INFO] [2021-10-31 15:50:05,032] [OpenBox-Shadan] Iteration 141, objective value: [46.50682533907119].
[INFO] [2021-10-31 15:50:29,828] [OpenBox-Shadan] Iteration 108, objective value: [30.320960754512228].
[INFO] [2021-10-31 15:50:42,947] [OpenBox-Shadan] Iteration 142, objective value: [58.652126604229885].
[INFO] [2021-10-31 15:51:15,737] [OpenBox-Shadan] Iteration 143, objective value: [42.614430893055896].
[INFO] [2021-10-31 15:51:23,239] [OpenBox-Shadan] Iteration 109, objective value: [37.56348854739151].
[INFO] [2021-10-31 15:51:54,404] [OpenBox-Shadan] Iteration 144, objective value: [48.05683119007605].
[INFO] [2021-10-31 15:52:29,081] [OpenBox-Shadan] Iteration 145, objective value: [29.379111095047577].
[INFO] [2021-10-31 15:52:30,078] [OpenBox-Shadan] Iteration 110, objective value: [33.96389050918755].
[INFO] [2021-10-31 15:53:07,327] [OpenBox-Shadan] Iteration 146, objective value: [52.6366647857026].
[INFO] [2021-10-31 15:53:28,171] [OpenBox-Shadan] Iteration 111, objective value: [38.311254560728145].
